brand,model,category
SuperMicro,SuperServer 6014L-T,Servers
SuperMicro,SuperServer 6014L-TB,Servers
SuperMicro,SuperServer 6014P-32,Servers
SuperMicro,SuperServer 6014P-32B,Servers
SuperMicro,SuperServer 6014P-32R ,Servers
SuperMicro,SuperServer 6014P-32RB,Servers
SuperMicro,SuperServer 6014P-8,Servers
SuperMicro,SuperServer 6014P-82,Servers
SuperMicro,SuperServer 6014P-82B,Servers
SuperMicro,SuperServer 6014P-82R,Servers
SuperMicro,SuperServer 6014P-82RB,Servers
SuperMicro,SuperServer 6014P-8B,Servers
SuperMicro,SuperServer 6014P-8R,Servers
SuperMicro,SuperServer 6014P-8RB,Servers
SuperMicro,SuperServer 6014P-T,Servers
SuperMicro,SuperServer 6014P-TB,Servers
SuperMicro,SuperServer 6014P-TR,Servers
SuperMicro,SuperServer 6014P-TRB,Servers
SuperMicro,SuperServer 6014V-M4,Servers
SuperMicro,SuperServer 6014V-M4B,Servers
SuperMicro,SuperServer 6014V-T2,Servers
SuperMicro,SuperServer 6014V-T2B,Servers
SuperMicro,SuperServer 6015B-3B,Servers
SuperMicro,SuperServer 6015B-3RB,Servers
SuperMicro,SuperServer 6015B-3RV,Servers
SuperMicro,SuperServer 6015B-3V,Servers
SuperMicro,SuperServer 6015B-8+B,Servers
SuperMicro,SuperServer 6015B-8+V,Servers
SuperMicro,SuperServer 6015B-8B,Servers
SuperMicro,SuperServer 6015B-8V,Servers
SuperMicro,SuperServer 6015B-T+B,Servers
SuperMicro,SuperServer 6015B-T+V,Servers
SuperMicro,SuperServer 6015B-TB,Servers
SuperMicro,SuperServer 6015B-TV,Servers
SuperMicro,SuperServer 6015C-M3,Servers
SuperMicro,SuperServer 6015C-M3B,Servers
SuperMicro,SuperServer 6015C-MT,Servers
SuperMicro,SuperServer 6015C-MTB,Servers
SuperMicro,SuperServer 6015P-8,Servers
SuperMicro,SuperServer 6015P-8B,Servers
SuperMicro,SuperServer 6015P-8R,Servers
SuperMicro,SuperServer 6015P-T,Servers
SuperMicro,SuperServer 6015P-TB,Servers
SuperMicro,SuperServer 6015P-TR,Servers
SuperMicro,SuperServer 6015P-TRB,Servers
SuperMicro,SuperServer 6015TC-10GB ,Servers
SuperMicro,SuperServer 6015TC-LFTB,Servers
SuperMicro,SuperServer 6015TC-TB,Servers
SuperMicro,SuperServer 6015T-INFB,Servers
SuperMicro,SuperServer 6015T-INFV,Servers
SuperMicro,SuperServer 6015T-TB,Servers
SuperMicro,SuperServer 6015T-TV,Servers
SuperMicro,SuperServer 6015TW-INFB,Servers
SuperMicro,SuperServer 6015TW-INFV,Servers
SuperMicro,SuperServer 6015TW-TB,Servers
