brand,model,category
HP,HPE D6020 w/35 8TB 12G SAS 7.2K LFF (3.5in) Dual Port Midline HDD 280TB Bundle P8Y56A,Storage
HP,HPE D6020 w/70 4TB 12G SAS 7.2K LFF (3.5in) Dual Port Midline HDD 280TB Bundle K2Q25A,Storage
HP,HPE D6020 w/70 6TB 12G SAS 7.2K LFF (3.5in) Dual Port Midline HDD 420TB Bundle K2Q27A,Storage
HP,HPE D6020 w/70 8TB 12G SAS 7.2K LFF (3.5in) Dual Port Midline HDD 560TB Bundle P8Y57A,Storage
HP,HPE DL160 Gen9 E5-2603v4 830570-B21,Servers
HP,HPE DL160 Gen9 E5-2603v4 830571-B21,Servers
HP,HPE DL160 Gen9 E5-2620v4 830572-B21,Servers
HP,HPE DL360 Gen9 E5-2620v4 849455-S01,Servers
HP,HPE DL360 Gen9 E5-2643v4 850365-S01,Servers
HP,HPE DL360 Gen9 E5-2680v4 850366-S01,Servers
HP,HPE FlexFabric 5700 32XGT 8XG,Network
HP,HPE FlexFabric 5700 40XG 2QSFP+,Network
HP,HPE FlexFabric 5700 48G 4XG,Network
HP,HPE FlexFabric 5900AF 48G 4XG,Network
HP,HPE FlexFabric 5900AF 48XG 4QSFP+,Network
HP,HPE FlexFabric 5900AF 48XGT,Network
HP,HPE FlexFabric 5900CP 48XG 4QSFP+,Network
HP,HPE FlexFabric 5920AF 24XG,Network
HP,HPE FlexFabric 5930 2 QSFP+ 2 Slot,Network
HP,HPE FlexFabric 5930 32 QSFP+,Network
