Doc currency,USD,,,,,,,,,
,,,,,,,,,,
A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price
,,,"Dynamics 365 for Operations, Enterprise Edition Device add-on for AX Task Device (qualified offer) for Students",1f7b3647-ce32-44b3-a5e7-f8a259839298,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,10.52,15.00
,,,"Dynamics 365 for Operations, Enterprise Edition Device for Faculty",e67fe55c-1e6c-47d7-b8b8-9c7d85c778ff,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,28.88,41.30
,,,"Dynamics 365 for Operations, Enterprise Edition Device for Students",16fa20c0-cecd-422d-9cb6-dad535d7ee9f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,21.00,30.00
,,,"Dynamics 365 for Operations, Enterprise Edition Device from SA for AX Task Device (qualified offer)",0068e30e-0734-4be6-a01f-5ff597bb5647,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,31.50,45.00
,,,"Dynamics 365 for Operations, Enterprise Edition Device from SA for AX Task Device (qualified offer) for Faculty",6b1fd750-3ebd-45eb-8dcf-98238de9abd5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,17.33,24.80
,,,"Dynamics 365 for Operations, Enterprise Edition Device from SA for AX Task Device (qualified offer) for Students",4c950dd5-d871-4c9d-9e7f-8113e74fd677,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,12.60,18.00
,,,"Dynamics 365 for Project Service Automation, Enterprise Edition",df406c18-5deb-4f8b-9af3-0f743fffedc9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,71.25,95.00
,,,"Dynamics 365 for Project Service Automation, Enterprise Edition for CRMOL Basic + Project Service Add-On (Qualified Offer)",dddfa1c3-8bc1-4149-b5ce-88da720bb31a,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,57.00,76.00
,,,"Dynamics 365 for Project Service Automation, Enterprise Edition for CRMOL Basic + Project Service Add-On (Qualified Offer) for Faculty",5fa082ee-101f-4c6d-b331-c0e9b1e85b0f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,31.35,41.80
,,,"Dynamics 365 for Project Service Automation, Enterprise Edition for CRMOL Basic + Project Service Add-On (Qualified Offer) for Students",8a34983a-2606-4884-b9c9-fa3d20cc4fcc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,22.80,30.40
,,,"Dynamics 365 for Project Service Automation, Enterprise Edition for Faculty",6b63efaa-6ec5-4a22-a0ed-a275cd515ea2,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,39.19,52.30
,,,"Dynamics 365 for Project Service Automation, Enterprise Edition for Students",05aa9dc1-f354-4691-8dd0-9149c580be98,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28.50,38.00
,,,"Dynamics 365 for Retail, Enterprise Edition",79c103c3-35e2-4e1f-81bb-aae69800a3ef,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,119.00,170.00
,,,"Dynamics 365 for Retail, Enterprise Edition for Faculty",83a531ed-e7e8-4b78-94d0-3073d415f347,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,65.45,93.50
,,,"Dynamics 365 for Retail, Enterprise Edition for Student",f65ba0cd-dd42-4b7a-8df2-2adcb3c01299,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,47.60,68.00
,,,"Dynamics 365 for Sales and Customer Service, Enterprise Editions (SMB Offer)",4f01c23a-c125-4e94-aac4-e7b741c98052,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,48.75,65.00
,,,Dynamics 365 for Sales Enterprise Edition,e5aeedc5-e2f0-4099-aa45-95802034d7f8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,71.25,95.00
,,,Dynamics 365 for Sales Enterprise Edition (SMB Offer),8b81ff1a-7280-4bba-827d-265dc702c583,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28.00,40.00
,,,Dynamics 365 for Sales Enterprise Edition Add-On for CRM Basic (Qualified Offer),1d68b1a7-60cf-4dd9-b87c-78af613b9c96,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,21.22,28.30
,,,Dynamics 365 for Sales Enterprise Edition Add-On for CRM Basic (Qualified Offer) for Faculty,fc5e4cba-179c-4a2a-8677-b111dc0745e8,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,11.67,15.60
,,,Dynamics 365 for Sales Enterprise Edition Add-On for CRM Basic (Qualified Offer) for Students,b236ab9e-9448-4a34-9c68-dbec31b1a9b1,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,8.49,11.30
,,,Dynamics 365 for Sales Enterprise Edition CRMOL Basic (Qualified Offer),a536b3a8-1481-4633-adfe-d7356f6f4188,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,37.50,50.00
,,,Dynamics 365 for Sales Enterprise Edition CRMOL Basic (Qualified Offer) for Faculty,2bd510c8-f2d8-42d3-8c54-7f7806f7cc56,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,20.63,27.50
,,,Dynamics 365 for Sales Enterprise Edition CRMOL Basic (Qualified Offer) for Students,b541c340-880f-4e2e-a720-0667f5119936,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,15.00,20.00
,,,Dynamics 365 for Sales Enterprise Edition CRMOL Professional (Qualified Offer),bb9c9324-55d1-42e4-9014-45801c1fbe46,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,57.00,76.00
,,,Dynamics 365 for Sales Enterprise Edition CRMOL Professional (Qualified Offer) for Faculty,fb33e24a-349a-4ed2-868b-c5492381fb5c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,31.35,41.80
,,,Dynamics 365 for Sales Enterprise Edition CRMOL Professional (Qualified Offer) for Students,7f168a39-b39e-46f1-8625-55201d31c757,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,22.80,30.40
,,,Dynamics 365 for Sales Enterprise Edition Device,9fb981e1-9531-402e-875c-c69957137939,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,108.75,145.00
,,,Dynamics 365 for Sales Enterprise Edition Device for Faculty,c0fadb1c-9940-4405-9c28-2ed7405cb01b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,59.81,79.80
,,,Dynamics 365 for Sales Enterprise Edition for Faculty,512f56e6-9f94-4345-8a5b-fb74420c7857,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,39.19,52.30
,,,Dynamics 365 for Sales Enterprise Edition for Students,82fd9a89-80aa-4870-a145-ea50564b1a2c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28.50,38.00
,,,Dynamics 365 for Sales Enterprise Edition From SA for CRM Basic (Qualified Offer),dc990904-bfc2-45c8-9f8a-29e2e9f88b09,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,26.25,35.00
,,,Dynamics 365 for Sales Enterprise Edition From SA for CRM Basic (Qualified Offer) for Faculty,20f55a30-9609-424a-a67d-0b9ea54fb46b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,14.44,19.30
,,,Dynamics 365 for Sales Enterprise Edition From SA for CRM Basic (Qualified Offer) for Students,a4b0d45f-7fbc-4828-ac92-5bb67bc258c5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,10.50,14.00
,,,Dynamics 365 for Sales Enterprise Edition Qualified Offer for CRMOL Pro Add-On to O365 Users,9e196c64-9a0a-435a-b16e-f103eff6bb91,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,43.89,58.50
,,,Dynamics 365 for Sales Enterprise Edition Qualified Offer for CRMOL Pro Add-On to O365 Users for Faculty,c0db2330-e6f6-414e-a7b5-2b030c58ddc9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,24.14,32.20
,,,Dynamics 365 for Sales Enterprise Edition Qualified Offer for CRMOL Pro Add-On to O365 Users for Students,00b2aa79-7da2-4229-85ef-b413e2b770a9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,17.56,23.40
,,,Dynamics 365 for Sales Enterprise Edition Device for Students,f776b4da-d4e3-4f0c-b1d2-d78ebd410a03,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,43.50,58.00
,,,"Dynamics 365 for Sales, Enterprise Edition - From SA From Sales (On-Premises) Device CAL",cd8f2ed6-3fc1-4fc5-a2cf-c5229123165e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,92.44,123.30
,,,"Dynamics 365 for Sales, Enterprise Edition - From SA From Sales (On-Premises) Device CAL for Faculty",afe6618e-0f30-4f46-9d02-51df5e8853a9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,50.84,67.80
,,,"Dynamics 365 for Sales, Enterprise Edition - From SA From Sales (On-Premises) Device CAL for Students",7500e760-3e98-45ac-bb4c-3ce039440ea7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,36.97,49.30
,,,"Dynamics 365 for Sales, Enterprise Edition - From SA From Sales (On-Premises) User CAL",55abb5d2-4d8d-4a10-9bf8-e6e04d210554,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,60.56,80.80
,,,"Dynamics 365 for Sales, Enterprise Edition - From SA From Sales (On-Premises) User CAL for Faculty",31ae1263-b0de-4294-817b-dbfc5ec8a04b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,33.31,44.40
,,,"Dynamics 365 for Sales, Enterprise Edition - From SA From Sales (On-Premises) User CAL for Students",c78735a9-fffc-4744-b9a1-ed55904f524d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,24.23,32.30
,,,"Dynamics 365 for Talent, Enterprise Edition",5b2900bc-5067-4c17-99be-1560a8e8e6a1,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28.00,40.00
,,,"Dynamics 365 for Talent, Enterprise Edition for Faculty",b5df9912-97fb-45a2-bb07-2c65060f05cb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,15.40,22.00
,,,"Dynamics 365 for Talent, Enterprise Edition for Student",a283854d-2568-4ceb-9f55-3617e5c32b57,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,11.20,16.00
,,,Dynamics 365 for Team Members Enterprise Edition,a6c5a400-70b4-458f-aaf9-dade77a70418,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.00,8.00
,,,Dynamics 365 for Team Members Enterprise Edition (SMB Offer),4d2fc9b9-6b69-41e8-b039-885839d40475,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.50,5.00
,,,Dynamics 365 for Team Members Enterprise Edition (SMB Offer) for Faculty,7db6d84b-c060-471c-955a-40cdc01fb945,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.06,2.80
,,,Dynamics 365 for Team Members Enterprise Edition (SMB Offer) for Students,4bca5b48-36bb-4c44-bd07-ea6b83b16fdc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.50,2.00
,,,Dynamics 365 for Team Members Enterprise Edition Add-On for AX Task or Self-serve (Qualified Offer),1cb59946-ae97-4786-8a40-83db44c0da97,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.74,1.10
,,,Dynamics 365 for Team Members Enterprise Edition Add-On for AX Task or Self-serve (Qualified Offer) for Faculty,3caf9f58-4cca-43d2-b18f-1577fd90ddcc,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.41,0.60
,,,Dynamics 365 for Team Members Enterprise Edition Add-On for AX Task or Self-serve (Qualified Offer) for Students,87c6b4e0-abb4-4853-9a5d-3a6729cfdbd3,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.30,0.40
,,,Dynamics 365 for Team Members Enterprise Edition Add-On for CRM Essentials (Qualified Offer),78a7b9b1-5a30-4993-b549-fd9a1ae0bce2,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.34,4.50
,,,Dynamics 365 for Team Members Enterprise Edition Add-On for CRM Essentials (Qualified Offer) for Faculty,4aa7cc66-c4c0-4f74-af21-bfe19abbb41d,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.84,2.50
,,,Dynamics 365 for Team Members Enterprise Edition Add-On for CRM Essentials (Qualified Offer) for Students,c09799a3-c581-4f3c-be9b-8b1cc9680c5f,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.34,1.80
,,,Dynamics 365 for Team Members Enterprise Edition for Faculty,f9707a06-e673-4bc2-a0b1-b994b6fcc4b4,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3.30,4.40
,,,Dynamics 365 for Team Members Enterprise Edition for Students,f0d83f3f-f944-48eb-b3d8-290ddad81a9b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.40,3.20
,,,Dynamics 365 for Team Members Enterprise Edition From SA for AX Task or Self-serve (Qualified Offer),1eff8e29-f1f5-4b83-83b8-d1e392d29f45,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.20,6.00
,,,Dynamics 365 for Team Members Enterprise Edition From SA for AX Task or Self-serve (Qualified Offer) for Faculty,a05fc4a5-daee-42f7-be3e-08b6c95ae8de,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.31,3.30
,,,Dynamics 365 for Team Members Enterprise Edition From SA for AX Task or Self-serve (Qualified Offer) for Students,12bff0ca-39ef-4b05-946e-b9398a250f6f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.68,2.40
,,,Dynamics 365 for Team Members Enterprise Edition From SA for CRM Essentials (Qualified Offer),598ec605-9d45-47f5-8464-73bb98a120cc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.50,6.00
,,,Dynamics 365 for Team Members Enterprise Edition From SA for CRM Essentials (Qualified Offer) for Faculty,14993bd4-2fcb-462b-866c-b7c1a7f8a277,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.48,3.30
,,,Dynamics 365 for Team Members Enterprise Edition From SA for CRM Essentials (Qualified Offer) for Students,8b62f89b-410d-40fc-a8da-ec9afa862bff,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.80,2.40
,,,"Dynamics 365 for Team Members, Business Edition",5BA3E6DC-89A5-4F4A-91C8-A78CFB6174DD,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.50,5.00
,,,"Dynamics 365 for Team Members, Business Edition add-on for GP Ltd/SL Light (qualified offer)",badc6bff-4fd9-4a16-bb9d-6b7e1cd8c990,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0.00,0.00
,,,"Dynamics 365 for Team Members, Business Edition add-on for GP Ltd/SL Light (qualified offer) - Government Pricing",f4299172-51b4-4010-b42b-d126f131195e,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,0.00,0.00
,,,"Dynamics 365 for Team Members, Business Edition add-on for GP Ltd/SL Light (qualified offer) for Faculty",d85513d0-c382-49f1-a3b7-3ba5b2b5803a,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.00,0.00
,,,"Dynamics 365 for Team Members, Business Edition add-on for GP Ltd/SL Light (qualified offer) for Students",73c79e48-aa4c-402a-899d-716c8915765d,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.00,0.00
,,,"Dynamics 365 for Team Members, Business Edition for Faculty",900f5009-8127-4c2f-b8de-ab431ff7f9b8,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.93,2.80
,,,"Dynamics 365 for Team Members, Business Edition for Students",ee956d03-d956-4487-805b-355d51ceb7df,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.40,2.00
,,,"Dynamics 365 for Team Members, Business Edition from SA for GP/SL Ltd (qualified offer)",5fcf9044-a265-4914-ab27-ca83c34b2051,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2.10,3.00
,,,"Dynamics 365 for Team Members, Business Edition from SA for GP/SL Ltd (qualified offer) for Faculty",a3d90b50-4645-4e12-8f26-ff7817351523,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.16,1.70
,,,"Dynamics 365 for Team Members, Business Edition from SA for GP/SL Ltd (qualified offer) for Students",ec31b392-0c74-4d47-9708-01fd11278a86,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.84,1.20
,,,"Dynamics 365 for Team Members, Enterprise Edition - From SA From Team Members (On-Premises) User/Device CAL",f59d25dd-bc3d-48f8-84ff-d8f9d58bcde0,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.38,8.50
,,,"Dynamics 365 for Team Members, Enterprise Edition - From SA From Team Members (On-Premises) User/Device CAL for Faculty",e7f8478a-54e6-4c6c-bdad-37757bf5383e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3.51,4.70
,,,"Dynamics 365 for Team Members, Enterprise Edition - From SA From Team Members (On-Premises) User/Device CAL for Students",d92052a0-8b60-43f5-8d37-e416af46609e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.55,3.40
,,,"Dynamics 365 for Unf Ops Plan, Ent Edition",1ec5a993-0779-43a9-a857-ac8fe83e977b,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,133.00,190.00
,,,"Dynamics 365 for Unf Ops Plan, Ent Edition for Faculty",7f303aab-0b09-458a-a3dc-1bc912a62aef,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,73.15,104.50
,,,"Dynamics 365 for Unf Ops Plan, Ent Edition for Students",22e29fb3-d7f4-4bc5-ad6e-343a9a684483,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,53.20,76.00
,,,Enterprise Mobility + Security E3,79c29af7-3cd0-4a6f-b182-a81e31dec84e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.99,8.70
,,,Enterprise Mobility + Security E3 for Faculty,6b645205-ac52-4dc8-a7d5-437cbd7dbf9b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.50,1.90
,,,Enterprise Mobility + Security E3 for Students,2bd75585-880a-4325-9060-6a12cf002c97,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.50,1.90
,,,Enterprise Mobility + Security E5,37402a1d-0c6e-4d49-baae-0e45bd8ecb44,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,11.82,14.80
,,,Enterprise Mobility + Security E5 for Faculty,63e05d17-a272-4bfc-a847-313b16002a9a,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.64,3.30
,,,Enterprise Mobility + Security E5 for Students,844b77b7-3c44-42bb-9d29-aefd8be7e093,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.64,3.30
,,,Exchange Online (Plan 1),195416c1-3447-423a-b37b-ee59a99a19c4,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.20,4.00
,,,Exchange Online (Plan 2),2f707c7c-2433-49a5-a437-9ca7cf40d3eb,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.40,8.00
,,,Exchange Online Advanced Threat Protection ,a2706f86-868d-4048-989b-0c69e5c76b63,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Exchange Online Advanced Threat Protection for faculty,a9d8546b-4e19-4d08-b8e2-6814f2c2d8b1,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.12,1.40
,,,Exchange Online Advanced Threat Protection for students,8723dbc7-4782-464f-95d8-7ffe5be9c752,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.56,0.70
,,,Exchange Online Archiving (EOA) for Exchange Server,c082b70a-0e63-47ca-9cf7-5a962a920452,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.40,3.00
,,,Exchange Online Archiving for Exchange Online,2828be95-46ba-4f91-b2fd-0bef192ecf60,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2.40,3.00
,,,Exchange Online Kiosk,35a36b80-270a-44bf-9290-00545d350866,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Exchange Online Protection,d903a2db-bf6f-4434-83f1-21ba44017813,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0.80,1.00
,,,"Flow Additional Runs per 50,000",38eebb1f-d330-4120-b44d-aae6ccf8d6ae,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,32.00,40.00
,,,"Flow Additional Runs per 50,000 (Dyn365)",67f0533a-8c6e-4475-97f7-2491e00820c3,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,32.00,40.00
,,,"Flow Additional Runs per 50,000 for Faculty",8f2bd36e-3c37-4cf0-9a80-f4f9e6b767cb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,17.60,22.00
,,,"Flow Additional Runs per 50,000 for Faculty (Dyn365)",7b70ef05-6ecb-4efa-a9c8-e22d77d3a8dd,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,17.60,22.00
,,,"Flow Additional Runs per 50,000 for Students",d753be82-d35b-4012-a3cf-703db48047ea,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,12.80,16.00
,,,"Flow Additional Runs per 50,000 for Students (Dyn365)",69c7de26-0c0c-4345-861a-7eba79841890,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,12.80,16.00
,,,Intune Additional Storage (Government Pricing),1641fe13-5a95-4ba7-a5eb-740caee8d509,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,2.00,2.50
,,,Microsoft 365 Business Preview,0678a59a-bf0f-4872-a7a6-87246890a432,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0.00,0.00
,,,Microsoft 365 E3,2b3b8d2d-10aa-4be4-b5fd-7f2feb0c3091,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,27.16,34.00
,,,Microsoft 365 E5,8bdbb60b-e526-43e9-92ef-ab760c8e0b72,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,48.85,61.10
,,,Microsoft 365 E5 without PSTN Conferencing,db5e0b1c-9cc3-459c-9d08-c61993959fd3,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,48.47,60.60
,,,Microsoft Azure Multi-Factor Authentication,F4753E83-1A85-4962-8D0A-C1DB12BC82AB,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.12,1.40
,,,Microsoft Cloud App Security,dbd10351-5631-4a01-a643-00e8ff14e7b2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,Microsoft Flow P1,3dd9350b-27d6-4501-93a4-c8d107f1de47,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,Microsoft Flow P1 for Faculty,2369e688-7e9d-4e19-bbac-11186e15bcbf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.20,2.80
,,,Microsoft Flow P1 for Students,ae02e3b5-2a44-4fab-9911-d83963417286,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.60,2.00
,,,Microsoft Flow P2,39a72396-9c43-46e2-8bb9-efef342c8f76,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,12.00,15.00
,,,Microsoft Flow P2 for Faculty,c3cccd3e-4c79-4c23-a541-52e048dd24f0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6.60,8.30
,,,Microsoft Flow P2 for Students,61d37e6f-e2d2-480c-94a3-a8635472d6fd,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.80,6.00
,,,Microsoft Intune,51e95709-dc35-4780-9040-22278cb7c0e1,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.80,6.00
,,,Microsoft Intune Device,db2e705f-b82a-4024-a3d5-d88e12f2db35,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.20,9.00
,,,Microsoft Intune for Education for Faculty,249eaae1-50df-42d0-8d69-ca66d53248b6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.55,0.69
,,,Microsoft Intune for Education for Students,eb93319f-34eb-45fd-92bf-6c4bdf63120d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.55,0.69
,,,Microsoft Intune™ Extra Storage,ced5f693-2d40-40ae-8848-9809ab1b0ee9,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2.00,2.50
,,,Microsoft PowerApps P1,2389eb32-a60d-474a-936c-5feb8ab06aad,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,5.60,7.00
,,,Microsoft PowerApps P1 for Faculty,29292213-53d6-4def-9b72-86f6326a48a6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3.08,3.90
,,,Microsoft PowerApps P1 for Students,fb0aa8c3-0111-4555-b463-2614c834b5c8,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.24,2.80
,,,Microsoft PowerApps P2,525a468b-18eb-4d4b-b556-02e2699de020,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,32.00,40.00
,,,Microsoft PowerApps P2 for Faculty,f0157581-ad19-46d2-9981-bd5a0e9b40fd,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,17.60,22.00
,,,Microsoft PowerApps P2 for Students,0df87001-8d06-4feb-b105-932300016d05,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,12.80,16.00
,,,Microsoft Social Engagement Additional 10K Posts,145A2B93-3583-4A9A-8564-BCDC20714651,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,75.00,100.00
,,,Microsoft Social Engagement Additional 10k Posts (minimum 10 licenses),CBE22A27-20C4-48AD-B8D2-F41644DDC0B2,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,52.50,70.00
,,,Microsoft Social Engagement Additional 10k Posts (minimum 100 licenses),D91596FF-B990-4A15-A9F0-704B91DB2583,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,30.00,40.00
