,model,retail_price,partner_price,category,brand
3630,DD Boost App to DPS BU UPG 1001TB+=CA,"$3,069","$2,271",Storage,EMC
3631,NW AUTOCH UPGRD FROM 1-9 TO 1-16=IA,"$2,650","$1,961",Storage,EMC
3632,NW AUTOCH UPGRD FROM 1-16 TO 1-20=IA,$750,$555,Storage,EMC
3633,NW AUTOCH UPGRD FROM 1-20 TO 1-32=IA,"$1,550","$1,147",Storage,EMC
3634,NW AUTOCH UPGRD FROM 1-32 TO 1-40=IA,$850,$629,Storage,EMC
3635,NW AUTOCH UPGRD FROM 1-40 TO 1-64=IA,"$3,650","$2,701",Storage,EMC
3636,NW AUTOCH UPGRD FROM 1-64 TO 1-128=IA,"$3,850","$2,849",Storage,EMC
3637,NW AUTOCH UPGRD FROM 1-128 TO 1-256=IA,"$6,600","$4,884",Storage,EMC
3638,NW AUTOCH UPGRD FROM 1-256 TO 1-512=IA,"$10,450","$7,733",Storage,EMC
3639,NW AUTOCH UPGRD FROM 1-512 TO UNLMTD=IA,"$9,900","$7,326",Storage,EMC
3640,NW AUTOCH UPGRD FROM 1-256 TO 1-400=IA,"$6,020","$4,455",Storage,EMC
3641,NW AUTOCH UPGRD FROM 1-400 TO 1-512=IA,"$3,500","$2,590",Storage,EMC
3642,DD Boost for Ent Apps 11-50TB=CA,"$4,070","$3,012",Storage,EMC
3643,DD Boost for Ent Apps 51-150TB=CA,"$3,291","$2,435",Storage,EMC
3644,DD Boost for Ent Apps 151-250TB=CA,"$3,098","$2,293",Storage,EMC
3645,DD Boost for Ent Apps 251-400TB=CA,"$2,856","$2,113",Storage,EMC
3646,DD Boost for Ent Apps 401-600TB=CA,"$2,614","$1,934",Storage,EMC
3647,DD Boost for Ent Apps 601-1000TB=CA,"$2,323","$1,719",Storage,EMC
3648,DD Boost for Ent Apps 1001TB+=CA,"$2,081","$1,540",Storage,EMC
3649,DDBEA 1-10TB only w/ DD in same cart=CA,"$3,872","$2,865",Storage,EMC
3650,Upgrade to PROTECTPOINT 0-10TB=CC,"$2,420","$1,791",Storage,EMC
3651,Upgrade to PROTECTPOINT 11-50TB=CC,"$2,060","$1,524",Storage,EMC
3652,Upgrade to PROTECTPOINT 51-150TB=CC,"$1,668","$1,234",Storage,EMC
3653,Upgrade to PROTECTPOINT 151-250TB=CC,"$1,554","$1,150",Storage,EMC
3654,Upgrade to PROTECTPOINT 251-400TB=CC,"$1,438","$1,064",Storage,EMC
3655,Upgrade to PROTECTPOINT 401-600TB=CC,"$1,272",$941,Storage,EMC
3656,Upgrade to PROTECTPOINT 601-1000TB=CC,"$1,154",$854,Storage,EMC
3657,Upgrade to PROTECTPOINT 1001+TB=CC,"$1,015",$751,Storage,EMC
3658,PROTECTPOINT 0-10TB=CC,"$7,260","$5,372",Storage,EMC
3659,PROTECTPOINT 11-50TB=CC,"$6,130","$4,536",Storage,EMC
3660,PROTECTPOINT 51-150TB=CC,"$4,959","$3,670",Storage,EMC
3661,PROTECTPOINT 151-250TB=CC,"$4,652","$3,442",Storage,EMC
3662,PROTECTPOINT 251-400TB=CC,"$4,294","$3,178",Storage,EMC
3663,PROTECTPOINT 401-600TB=CC,"$3,886","$2,876",Storage,EMC
3664,PROTECTPOINT 601-1000TB=CC,"$3,477","$2,573",Storage,EMC
3665,PROTECTPOINT 1001+TB=CC,"$3,096","$2,291",Storage,EMC
3666,DPS for VMWare Sockets=IA,"$2,100","$1,554",Storage,EMC
3667,NW OPENVMS STG NODE ALPHA TIER 1 QTY 1,"$3,250","$2,405",Storage,EMC
3668,NW OPENVMS STG NODE ALPHA TIER 2 QTY 1,"$7,500","$5,550",Storage,EMC
3669,NW OPENVMS STG NODE ALPHA TIER 3 QTY 1,"$14,000","$10,360",Storage,EMC
3670,NW SNAPIMAGE CLNT PKG,"$3,500","$2,590",Storage,EMC
3671,NW PWRSNAP MOD EMC SYMMETRIX 5TB LIC,"$17,495","$12,946",Storage,EMC
3672,NW PWRSNAP MOD EMC SYMMETRIX DMX 5TB LIC,"$17,495","$12,946",Storage,EMC
3673,NW PWRSNAP MOD EMC CLARiiON 2TB LIC,"$7,995","$5,916",Storage,EMC
3674,NW OPENVMS STG NODE INTEGRITY SGL PRO,"$3,569","$2,641",Storage,EMC
3675,NW AUTOCH UPGRD FROM 1-9 TO 1-16,"$2,650","$1,961",Storage,EMC
3676,NW AUTOCH UPGRD FROM 1-16 TO 1-20,$750,$555,Storage,EMC
3677,NW AUTOCH UPGRD FROM 1-20 TO 1-32,"$1,550","$1,147",Storage,EMC
3678,NW AUTOCH UPGRD FROM 1-32 TO 1-40,$850,$629,Storage,EMC
3679,NW AUTOCH UPGRD FROM 1-40 TO 1-64,"$3,650","$2,701",Storage,EMC
3680,NW AUTOCH UPGRD FROM 1-64 TO 1-128,"$3,850","$2,849",Storage,EMC
3681,NW AUTOCH UPGRD FROM 1-128 TO 1-256,"$6,600","$4,884",Storage,EMC
3682,NW AUTOCH UPGRD FROM 1-256 TO 1-512,"$10,450","$7,733",Storage,EMC
3683,NW AUTOCH UPGRD FROM 1-512 TO UNLMTD,"$9,900","$7,326",Storage,EMC
3684,NW AUTOCH BUNDLE VTL 10TB,"$10,000","$7,400",Storage,EMC
3685,NW EMBEDDED STG NODE EDL,"$2,550","$1,887",Storage,EMC
3686,NW EMC DISK LIBRARY 10TB CAP,"$10,000","$7,400",Storage,EMC
3687,NW PWRSNAP MOD EMC RECOVERPOINT CDP 2TB,"$7,995","$5,916",Storage,EMC
3688,NW AUTOCH UPGRD FROM 1-256 TO 1-400,"$6,020","$4,455",Storage,EMC
3689,NW AUTOCH UPGRD FROM 1-400 TO 1-512,"$3,500","$2,590",Storage,EMC
3690,NW AUTOCH UPGRD FROM 1-512 TO 1-700,"$4,500","$3,330",Storage,EMC
3691,NW AUTOCH UPGRD FROM 1-700 to 1-UNLMTD,"$4,500","$3,330",Storage,EMC
3692,NWR 20 CT 10TB B2D VTL5 APP MD AC32 HBSE,"$18,995","$14,056",Storage,EMC
3693,EMC SOURCEONE DISCOVERY MANAGER,$30,$22,Storage,EMC
3694,S1 SIDECAR EX_SP_FILES_DM_SUP TIER2=UA,$66,$49,Storage,EMC
3695,S1 SIDECAR LTDM_SP_FILES_DM_SUP TIER2=UA,$66,$49,Storage,EMC
3696,Data Prot Suite Archive 11-50TB=CA,"$5,100","$3,774",Storage,EMC
3697,DATA PROT SUITE ARCHIVE 51-150TB=CA,"$4,125","$3,053",Storage,EMC
3698,Data Prot Suite Archive 151-250TB=CA,"$3,875","$2,868",Storage,EMC
3699,Data Prot Suite Archive 251-400TB=CA,"$3,575","$2,646",Storage,EMC
3700,Data Prot Suite Archive 401-600TB=CA,"$3,250","$2,405",Storage,EMC
3701,Data Prot Suite Archive 601-1000TB=CA,"$2,900","$2,146",Storage,EMC
3702,Data Prot Suite Archive 1001TB+=CA,"$2,575","$1,906",Storage,EMC
3703,DATA PROT SUITE ARCHIVE 1-10TB=CA,"$6,050","$4,477",Storage,EMC
3704,IMPLEMENTATION FOR AVE BASIC,"$5,510","$4,959",Storage,EMC
3705,MPLEMENTATION FOR AVE ADD-ON,"$2,530","$2,277",Storage,EMC
3706,AVAMAR BASIC QUICKSTART,"$15,860","$14,274",Storage,EMC
3707,EMC IMPLEMENTATION FOR DISKXTENDER FOR W,"$10,990","$9,891",Storage,EMC
3708,EMC NETWORKER BASIC QUICKSTART,"$9,800","$8,820",Storage,EMC
3709,ECS SERVER FOR SOURCEONE EDISCOVERY (EMC OEM Products),"$16,000","$13,600",Storage,EMC
3710,FILE INTELLIGENCE SERVER FOR S1 (EMC OEM Products),"$16,000","$13,600",Storage,EMC
3711,S1-FI-ENT SERVER (EMC OEM Products),"$16,000","$13,600",Storage,EMC
3712,INFOCTR ECS SERVER FOR SOURCEONE EDISCOV (EMC OEM Products),"$16,000","$13,600",Storage,EMC
3713,INFOCTR FILE INT ENT SERVER S1 KAZEON (EMC OEM Products),"$16,000","$13,600",Storage,EMC
3714,S1-IC-FI-ENT SERVER (EMC OEM Products),"$16,000","$13,600",Storage,EMC
3715,AVAMAR BASIC NDMP QUICKSTART,"$3,740","$3,366",Storage,EMC
3716,AVAMAR OPERATIONS BEST PRACTICES,"$12,090","$10,881",Storage,EMC
3717,BEST PRACTICES EXSTING DPA INSTALL,"$10,120","$9,108",Storage,EMC
3718,VMAX Data Migration with OR Base,"$14,130","$12,717",Storage,EMC
3719,VMAX Implementation for 2 Host,"$2,980","$2,682",Storage,EMC
3720,VMAX 10K Re-Rack Installation,"$4,620","$4,158",Storage,EMC
3721,VMAX Implementation for 4 Host,"$6,270","$5,643",Storage,EMC
3722,SME CLARiiON SAN 4HOST QS,"$7,630","$6,867",Storage,EMC
3723,INSTALL ACDP PLATFORM,"$5,670","$5,103",Storage,EMC
3724,Installation of upto 10 Isilon nodes,"$2,880","$2,592",Storage,EMC
3725,INSTALLATION OF 1 ISILON NODE,$430,$387,Storage,EMC
3726,ADD OF 4 FIBRE CHANNEL HOSTS,"$3,660","$3,294",Storage,EMC
3727,ADD BLOCK HOST LARGE,"$5,350","$4,815",Storage,EMC
3728,Block Replication Deployment VNXe32000,"$2,000","$1,800",Storage,EMC
3729,ADD BLOCK HOST SMALL,"$3,020","$2,718",Storage,EMC
3730,UNIFIED QS: EVENT ENABLER MODULE,"$2,850","$2,565",Storage,EMC
3731,RACK & STACK OF UPTO 2 DAE,$370,$333,Storage,EMC
3732,CIFS/NFS/ISCSI IMPLEMENT - 12 FS,"$2,900","$2,610",Storage,EMC
3733,ADD FILESYSTEM LARGE,"$3,780","$3,402",Storage,EMC
3734,ADD FILESYSTEM SMALL,"$2,250","$2,025",Storage,EMC
3735,CONFIGURE INSIGHTIQ,"$1,290","$1,161",Storage,EMC
3736,DATA STORE MULTI-NODE BASE IMP,"$8,920","$8,028",Storage,EMC
3737,DATA STORE MULTI-NODE ADD-ON IMP,"$4,740","$4,266",Storage,EMC
3738,MONITORING AND REPORTING IMPLEMENT,"$1,970","$1,773",Storage,EMC
3739,MIRRORVIEW QUICKSTART MODULE,"$4,050","$3,645",Storage,EMC
3740,UNIFIED QS: REPLICATOR MODULE,"$6,180","$5,562",Storage,EMC
3741,ADD OF 25 SHARE/EXPORTS,"$1,290","$1,161",Storage,EMC
3742,ADD OF 10 SHARE/EXPORTS,"$1,050",$945,Storage,EMC
3743,Configure upto 10 SmartLock Folders,"$1,290","$1,161",Storage,EMC
3744,DATA STORE SINGLE-NODE BASE IMP,"$5,990","$5,391",Storage,EMC
3745,DATA STORE SINGLE-NODE ADD-ON IMP,"$3,500","$3,150",Storage,EMC
3746,VMAX File Add up to 5 CIFX/NFS FS,"$2,740","$2,466",Storage,EMC
3747,VMAX File Replicator PS,"$6,180","$5,562",Storage,EMC
3748,MOZY API WORKSHOP,"$2,900","$2,610",Storage,EMC
3749,DESIGN & IMPLMT ORCLE LOCAL REP APPSYNC,"$4,300","$3,870",Storage,EMC
3750,2 NODE ATMOS INSTALLATION 120/240,$730,$657,Storage,EMC
3751,EMC Site Deployment for Atmos: Base,"$4,910","$4,419",Storage,EMC
3752,2 NODE ATMOS INSTALLATION 360/480,"$1,930","$1,737",Storage,EMC
3753,INSTALLATION FOR ATMOS 360: BASE,"$13,010","$11,709",Storage,EMC
3754,EMC DATA ERASURE FOR ATMOS,"$4,000","$3,600",Storage,EMC
3755,Atmos Migration Design & Implementation,"$9,080","$8,172",Storage,EMC
3756,Atmos Migration Add-On,"$2,170","$1,953",Storage,EMC
3757,Atmos Policy Migration,"$7,190","$6,471",Storage,EMC
3758,Atmos Solution Design,"$5,340","$4,806",Storage,EMC
3759,Atmos Solutions Review,"$6,190","$5,571",Storage,EMC
3760,AV Mod for App DB Suite Client 10PK,"$10,970","$9,873",Storage,EMC
3761,IMPLEMENT FOR AVAMAR DATA TRANSPORT,"$12,900","$11,610",Storage,EMC
3762,Avamar BE Single Node Repl Add-on,$810,$729,Storage,EMC
3763,Avamar BE Single Node Remote Imp,"$3,220","$2,898",Storage,EMC
3764,AVAMAR IMPLEMENTATION FOR DD BOOST,"$9,880","$8,892",Storage,EMC
3765,EMC DATA ERASURE FOR AVAMAR,"$4,000","$3,600",Storage,EMC
3766,AVAMAR DS INSTALL FOR MULTI NODE,"$2,890","$2,601",Storage,EMC
3767,AVAMAR DS INSTALL FOR SINGLE NODE,"$1,300","$1,170",Storage,EMC
3768,XtremSF XtremCache Performance POC,"$5,590","$5,031",Storage,EMC
3769,HEALTH CHECK FOR AVAMAR QS,"$11,370","$10,233",Storage,EMC
3770,EMC HEALTH CHECK FOR AVAMAR SUBS,"$28,425","$25,583",Storage,EMC
3771,EMC MIGRATION FOR MULTI AVAMAR QS,"$8,360","$7,524",Storage,EMC
3772,EMC MIGRATION FOR SINGLE AVAMAR QS,"$4,740","$4,266",Storage,EMC
3773,AV Mod for MS App Suite Client 10PK,"$11,250","$10,125",Storage,EMC
3774,AV VADP Integration QS,"$9,640","$8,676",Storage,EMC
3775,Avamar Integration with Vsphere,"$10,810","$9,729",Storage,EMC
3776,Avamar Migration for VMware VDP,"$12,450","$11,205",Storage,EMC
3777,AV VMware Proxy Server 5Pk Add-on Q,"$4,980","$4,482",Storage,EMC
3778,AVAMAR NODE REBALANCE QUICKSTART,"$4,420","$3,978",Storage,EMC
3779,AVAMAR EXP NODE INSTALL QUICKSTART,$720,$648,Storage,EMC
3780,IMP FOR AVAMAR EXT RETENTION,"$11,130","$10,017",Storage,EMC
3781,INSTALL FOR AVAMAR EXT RETENTION,"$1,590","$1,431",Storage,EMC
3782,BLOCK TO UNIFIED CONVERSION,"$2,870","$2,583",Storage,EMC
3783,Implementation for Backup Recov Mgr,"$2,210","$1,989",Storage,EMC
3784,CAPTIVA DIGITAL OFFICE,"$21,700","$19,530",Storage,EMC
3785,CENTERA PARTIAL FILE DELETION,"$6,470","$5,823",Storage,EMC
3786,Installation for Centera Base,"$3,020","$2,718",Storage,EMC
3787,Data Erasure for Centera Nodes,"$4,000","$3,600",Storage,EMC
3788,Installation for Centera Expansion,"$1,450","$1,305",Storage,EMC
3789,CENTERA INTRA-CLUSTER MIGRATION,"$5,730","$5,157",Storage,EMC
3790,Centera Reconciliation: Add-on,"$3,940","$3,546",Storage,EMC
3791,IMPL FOR CENTERA,"$10,500","$9,450",Storage,EMC
3792,ASD CSE - block of time,"$1,020",$918,Storage,EMC
3793,DSSD CSE - 4 HR BLOCK,"$1,530","$1,377",Storage,EMC
3794,ESD CSE - block of time,"$1,020",$918,Storage,EMC
3795,ETPD CSE - 4 HR BLOCK,"$1,020",$918,Storage,EMC
3796,USD CSE - block of time,"$1,020",$918,Storage,EMC
3797,IMPL FOR CUA SINGLE OR EA PAIR,"$5,900","$5,310",Storage,EMC
3798,IMPL DD BOOST NBU ADD-ON QS,"$7,710","$6,939",Storage,EMC
3799,DD CONFIG AND CODE UPGRADE,"$1,450","$1,305",Storage,EMC
3800,DD SYSTEM CONTROLLER UPGRADE,"$2,500","$2,250",Storage,EMC
3801,EMC DATA ERASURE FOR DATA DOMAIN,"$4,000","$3,600",Storage,EMC
3802,Install Add-on for Data Domain DS Shelf,$880,$792,Storage,EMC
3803,Install for Data Domain DS Expansion,"$2,480","$2,232",Storage,EMC
3804,DiskXtender to DD Migration QS,"$16,300","$14,670",Storage,EMC
3805,DD Extend Retention Converstion QS,"$9,560","$8,604",Storage,EMC
3806,Install Add-on for Data Domain ES Shelf,$440,$396,Storage,EMC
3807,INSTALLATION OF DD EXPANSION SHELF,"$1,000",$900,Storage,EMC
3808,Install New DD ES Shelf,"$2,050","$1,845",Storage,EMC
3809,HealthCheck for DD QS,"$10,120","$9,108",Storage,EMC
3810,HealthCheck for DD Subscription,"$33,440","$30,096",Storage,EMC
3811,Impl Data Domain (Base),"$9,470","$8,523",Storage,EMC
3812,IMPL DD BOOST WITH IBM ISERIES QS,"$2,170","$1,953",Storage,EMC
3813,DD Mgmt Center Configuration QS,"$4,620","$4,158",Storage,EMC
3814,IMPL PRERACKED CONTROLLER & SHELVES,"$6,250","$5,625",Storage,EMC
3815,Int Enablement Wkshp for DD & RMAN,"$12,370","$11,133",Storage,EMC
3816,DD SHELF MIGRATION,"$4,340","$3,906",Storage,EMC
3817,DD Secure Multi-Tenancy Design QS,"$3,940","$3,546",Storage,EMC
3818,DD STAGING AND RELOCATION QS,"$10,650","$9,585",Storage,EMC
3819,IMPLEMENTATION FOR DD VTL,"$2,000","$1,800",Storage,EMC
3820,INSTALLATION FOR DL EXPANSION SHELF,"$2,490","$2,241",Storage,EMC
3821,INSTALLATION FOR DL5000 QUICKSTART,"$2,600","$2,340",Storage,EMC
3822,IMPLEMENTATION FOR DLM SA BLOCK,"$1,970","$1,773",Storage,EMC
3823,IMPLE DD FOR DLM NO SHELF SYS QS,"$5,710","$5,139",Storage,EMC
3824,IMPL DD FOR DLM 1 TO 6 SHELF SYS QS,"$9,480","$8,532",Storage,EMC
3825,IMPL DD FOR DLM 6 TO 12 SHELF SYS Q,"$9,960","$8,964",Storage,EMC
3826,IMPL DD FOR DLM 13TO24 SHELF SYS QS,"$11,410","$10,269",Storage,EMC
3827,IMPL FOR DLM DESIGN QS,"$21,120","$19,008",Storage,EMC
3828,HealthCheck for DLm QS,"$14,900","$13,410",Storage,EMC
3829,IMPL DLM REPLICATION QS,"$16,630","$14,967",Storage,EMC
3830,Migration Architect Block Add,"$3,660","$3,294",Storage,EMC
3831,Migration Architect Block Base,"$10,120","$9,108",Storage,EMC
3832,Data Migration Block Event,"$11,490","$10,341",Storage,EMC
3833,Migration Impl Test,"$3,780","$3,402",Storage,EMC
3834,Migration Architect File Add,"$2,530","$2,277",Storage,EMC
3835,Data Migration Architect File Base,"$5,620","$5,058",Storage,EMC
3836,Migration File: Event,"$8,320","$7,488",Storage,EMC
3837,DPA BASIC QUICKSTART,"$6,270","$5,643",Storage,EMC
3838,CUSTOMIZATION FOR DPA QS,"$8,150","$7,335",Storage,EMC
3839,DPA Implementation for DPS Base,"$4,580","$4,122",Storage,EMC
3840,DPA Implementation for DPS Add-on,"$1,970","$1,773",Storage,EMC
3841,EMC HEALTH CHECK FOR DPA,"$7,870","$7,083",Storage,EMC
3842,EMC HEALTH CHECK FOR DPA SUB,"$23,330","$20,997",Storage,EMC
3843,IMPLEMENT FOR DPA REMOTE,"$1,490","$1,341",Storage,EMC
3844,DPA UPGRADE AND MIGRATION SERVICE,"$17,150","$15,435",Storage,EMC
3845,UNIFIED DPE CONVERSION,"$3,860","$3,474",Storage,EMC
3846,DATABASE PM BLOCK 4 HOURS,"$1,970","$1,773",Storage,EMC
3847,DPA REPLICATION ANALYSIS QUICKSTART,"$7,190","$6,471",Storage,EMC
3848,Impl Data Protection Search,"$11,130","$10,017",Storage,EMC
3849,DATABASE SA BLOCK 4 HOURS,"$1,970","$1,773",Storage,EMC
3850,EMC OBJECT MIGRATION DESING & IMPLEMENT,"$15,810","$14,229",Storage,EMC
3851,Object Migration Monitoring & Reporting,"$1,970","$1,773",Storage,EMC
3852,ECS Appliance Architecture and Design,"$5,400","$4,860",Storage,EMC
3853,Data Migration Impl Guidance,"$3,780","$3,402",Storage,EMC
3854,IMPLEMENT STORAGE ANALYTICS,"$2,030","$1,827",Storage,EMC
3855,EMC EX TO SOURCEONE MIGRATION,"$42,010","$37,809",Storage,EMC
3856,INSTALL FOR 360 RACK,"$5,020","$4,518",Storage,EMC
3857,EXPAND ONE RACK TO FULL RACK,"$3,310","$2,979",Storage,EMC
3858,ISILON 2U NODE EXPANSION BASE,"$2,010","$1,809",Storage,EMC
3859,ISILON 4U NODE EXPANSION BASE,"$2,590","$2,331",Storage,EMC
3860,FILE TO UNIFIED CONVERSION,"$1,300","$1,170",Storage,EMC
3861,FC Infra Assessment,"$16,750","$15,075",Storage,EMC
3862,FCOE 4 LINK UPLINK ADDER,"$1,570","$1,413",Storage,EMC
3863,EVALUATE NETWORK FOR FC REPLICATION,"$10,690","$9,621",Storage,EMC
3864,CTA QuickStart Implementation,"$8,560","$7,704",Storage,EMC
3865,CTA-VE QuickStart Implementation,"$4,580","$4,122",Storage,EMC
3866,EMC DATA ERASURE FOR GREENPLUM,"$4,000","$3,600",Storage,EMC
3867,GP DCA IN-RACK EXPANSION,"$7,310","$6,579",Storage,EMC
3868,GP DCA IN-RACK EXPANSION ADD-ON,"$2,530","$2,277",Storage,EMC
3869,GP INFRAS HEALTH CHECK,"$11,240","$10,116",Storage,EMC
3870,GREENPLUM PM BLOCK 4 HOURS,"$1,970","$1,773",Storage,EMC
3871,Greenplum Database Upgrade Service,"$7,030","$6,327",Storage,EMC
3872,GREENPLUM SA BLOCK 4 HOURS,"$1,970","$1,773",Storage,EMC
3873,EMC Implementation Brief for SAP HA,$570,$513,Storage,EMC
3874,HEALTH CHECK FOR BLOCK/U - EVENT,"$9,460","$8,514",Storage,EMC
3875,HEALTH CHECK FOR BLOCK - SUBS,"$23,650","$21,285",Storage,EMC
3876,HEALTH CHECK FOR FILE - EVENT,"$10,890","$9,801",Storage,EMC
3877,HEALTH CHECK FOR FILE/U - SUBS,"$27,230","$24,507",Storage,EMC
3878,EMC IDE/4-HR BLOCK,"$1,020",$918,Storage,EMC
3879,IDE FOR BRS 4 HOUR BLOCK,"$1,020",$918,Storage,EMC
3880,ISILON IDE BLOCK 4 HOURS,"$1,020",$918,Storage,EMC
3881,EMC IDS 4Hr Block,"$1,690","$1,521",Storage,EMC
3882,DSSD IDS - 4 HR BLOCK,"$1,690","$1,521",Storage,EMC
3883,ETPD IDS - 4 HR BLOCK,"$1,690","$1,521",Storage,EMC
3884,ISILON IDS BLOCK 4 HOURS,"$1,690","$1,521",Storage,EMC
3885,USD IDS - block of time,"$1,690","$1,521",Storage,EMC
3886,4 HOST BLOCK IMPLEMENTATION,"$4,300","$3,870",Storage,EMC
3887,EMC UNIFIED IMPLEMENT APPSYNC QS,"$7,950","$7,155",Storage,EMC
3888,ISILON BASE IMPLEMENTATION,"$6,310","$5,679",Storage,EMC
3889,ISILON BASE PLUS IMPLEMENTATION,"$8,600","$7,740",Storage,EMC
3890,DESIGN AND IMPLEMENT FAST VP/CACHE,"$7,870","$7,083",Storage,EMC
3891,IMPLEMENT FILE VNX,"$5,350","$4,815",Storage,EMC
3892,2 HOST OR 3 FILE IMPLEMENTATION,"$1,870","$1,683",Storage,EMC
3893,ISILON PREMIUM IMPLEMENTATION,"$10,890","$9,801",Storage,EMC
3894,Implement 2 XtremSF with XtremCache,"$1,500","$1,350",Storage,EMC
3895,GENERIC DIRECTOR INSTALL,"$2,460","$2,214",Storage,EMC
3896,SETUP CELERRA GATEWAY,"$7,810","$7,029",Storage,EMC
3897,Isilon 2U Installation Base,"$3,290","$2,961",Storage,EMC
3898,Isilon 4U Installation Base,"$3,870","$3,483",Storage,EMC
3899,GENERIC SWITCH OR BLADE INSTAL,"$1,880","$1,692",Storage,EMC
3900,Installation for IP Switch,"$1,880","$1,692",Storage,EMC
3901,DD INTEGRATION WITH NBU,"$12,370","$11,133",Storage,EMC
3902,ISILON MIGRATION WITH SELECT TOOLS SETUP,"$22,970","$20,673",Storage,EMC
3903,ISILON NODE INSTALL 4U,"$1,500","$1,350",Storage,EMC
3904,TECH REFRESH UPTO 10NODES DATA ONLY,"$7,960","$7,164",Storage,EMC
3905,DATA ANALYTICS LAB 100,"$41,110","$36,999",Storage,EMC
3906,DATA ANALYTICS LAB PRIMER,"$34,480","$31,032",Storage,EMC
3907,ADX LOAD BALANCER CONFIGURATION,"$9,440","$8,496",Storage,EMC
3908,Legacy Tape Data Access Wkshp,"$5,910","$5,319",Storage,EMC
3909,UNIFIED MEMORY UPGRADE,"$3,570","$3,213",Storage,EMC
3910,ISILON DATA MIGRATION ADDON,"$17,230","$15,507",Storage,EMC
3911,ISILON DATA MIGRATION BASE,"$25,340","$22,806",Storage,EMC
3912,GE Medical Data Migration to Isilon,"$16,470","$14,823",Storage,EMC
3913,Atmos Single Rack Imp Managed Serv,"$12,834","$11,551",Storage,EMC
3914,EMC IMP FOR NMDA FOR MYSQL,"$11,090","$9,981",Storage,EMC
3915,IMP NETWORKER MIRCOSOFT MODULE EXCH,"$10,890","$9,801",Storage,EMC
3916,IMP NETWORKER MIRCOSOFT MODULE SHPT,"$12,410","$11,169",Storage,EMC
3917,IMP NETWORKER MIRCOSOFT MODULE SQL,"$8,080","$7,272",Storage,EMC
3918,NAVISPHERE QUALITY MANAGER,"$3,460","$3,114",Storage,EMC
3919,NS INTEGRATED IMP QSES,"$8,800","$7,920",Storage,EMC
3920,CELERRA NS CONV/UPG QS,"$8,610","$7,749",Storage,EMC
3921,Remote Implementation Design & Guidance,"$3,640","$3,276",Storage,EMC
3922,HEALTH CHECK FOR NETWORKER QS,"$12,090","$10,881",Storage,EMC
3923,EMC HEALTH CHECK FOR NETWORKER SUB,"$30,225","$27,203",Storage,EMC
3924,Onsite Implementation Design & Guidance,"$5,940","$5,346",Storage,EMC
3925,Remote Implementation Design & Guidance,"$3,640","$3,276",Storage,EMC
3926,Backup Migration Planning QS,"$24,170","$21,753",Storage,EMC
3927,NW Server Cross Platform OS Migration,"$10,400","$9,360",Storage,EMC
3928,Remote Implementation for SMB base svc,"$3,160","$2,844",Storage,EMC
3929,Remote implementation for SMB Add-on,"$1,770","$1,593",Storage,EMC
3930,"NW Remote Impl. for SMB, VBA add-on","$1,770","$1,593",Storage,EMC
3931,NetWorker Upgrade Planning QS,"$11,530","$10,377",Storage,EMC
3932,OPENSCALE IMPLEMENTATION,"$5,510","$4,959",Storage,EMC
3933,Oracle Migration Assessment Services,"$64,760","$58,284",Storage,EMC
3934,Oracle RMAN Integration (10DB),"$27,920","$25,128",Storage,EMC
3935,Assessment for Oracle Licensing,"$18,750","$16,875",Storage,EMC
3936,OTS for Data Protection,"$97,500","$87,750",Storage,EMC
3937,Level 1 bundled pricing for VNX Out-Task,"$97,500","$87,750",Storage,EMC
3938,ASD Project Manager - block of time,"$1,970","$1,773",Storage,EMC
3939,COMMERCIAL PMGMT 4HRS QS,"$1,970","$1,773",Storage,EMC
3940,BRS PROJECT MGMNT 4 HOURS QS,"$1,970","$1,773",Storage,EMC
3941,PM BLOCK FOR DLM,"$1,970","$1,773",Storage,EMC
3942,DSSD PM - 4 HR BLOCK,"$1,970","$1,773",Storage,EMC
3943,ESD Project Manager - block of time,"$1,970","$1,773",Storage,EMC
3944,ETPD PM - 4 HR BLOCK,"$1,970","$1,773",Storage,EMC
3945,ISILON PM BLOCK 4 HOURS,"$1,970","$1,773",Storage,EMC
3946,USD Project Manager - block of time,"$1,970","$1,773",Storage,EMC
3947,POWERPATH 1HOST QS,$770,$693,Storage,EMC
3948,POWERPATH 4HOST QS,"$2,490","$2,241",Storage,EMC
3949,POWERPATH VE 1-HOST QUICKSTART,"$1,010",$909,Storage,EMC
3950,POWERPATH VE 4-HOST QUICKSTART,"$2,740","$2,466",Storage,EMC
3951,RECOVERPOINT FIXED,"$18,720","$16,848",Storage,EMC
3952,RECOVERPOINT 2 CG ADDER,$490,$441,Storage,EMC
3953,RECOVERPOINT 2 HOST ADDER,$490,$441,Storage,EMC
3954,VNXE DEPLOYMENT SUPPORT,"$1,200","$1,080",Storage,EMC
3955,EMC RaaS: 1 Object Adder,"$1,560","$1,404",Storage,EMC
3956,EMC RaaS: 5 Object Adder,"$7,800","$7,020",Storage,EMC
3957,EMC RaaS: 1 User Adder,"$1,200","$1,080",Storage,EMC
3958,EMC RaaS: 5 User Adder,"$6,000","$5,400",Storage,EMC
3959,REMOTE DEPLOY SUPPORT FOR VNXE UNIFIED,"$1,250","$1,125",Storage,EMC
3960,EMC S1 EM IMPLEMENTATION: BASE T1,"$17,230","$15,507",Storage,EMC
