,model,retail_price,partner_price,category,brand
3319,GNA7 4-COP NODE 1 OF 2,"$32,500","$24,050",Storage,EMC
3320,GNA7 4-COP NODE 2 OF 2,"$32,500","$24,050",Storage,EMC
3321,MANAGER ADVANCED EDITION,"$11,600","$8,584",Storage,EMC
3322,MANAGER ADVANCED EDITION,"$11,600","$8,584",Storage,EMC
3323,NAS MGR ADD NAVI DISC PKG,"$9,300","$6,882",Storage,EMC
3324,DISK ASSMBLY 146GB 15K SA,$485,$437,Storage,EMC
3325,DISK ASSMBLY 146GB 15K SA HS,$485,$437,Storage,EMC
3326,DISK ASSMBLY 146GB 15K SA UPG,$662,$596,Storage,EMC
3327,FAST FMA/VE FOR NS-120,"$26,500","$19,610",Storage,EMC
3328,ADD ISCSI IO TO NS-120 FC FOR MV/A ETC,"$7,000","$4,340",Storage,EMC
3329,CELERRA NS-120 BE ENABLEMENT LICENSE,"$2,200","$1,628",Storage,EMC
3330,NS600 10K 146GB HOT SPARE,"$1,020",$632,Storage,EMC
3331,146GB 10K 520BPS 2GB 12V,"$1,375",$853,Storage,EMC
3332,CHV 73GB 10K 520BPS 12V 2,"$1,020",$632,Storage,EMC
3333,146GB 15K 520BPS 2GB 12V,"$1,330",$825,Storage,EMC
3334,X15-2 36GB 15K 520BPS 12V,$685,$425,Storage,EMC
3335,NS600 15K 36GB HOT SPARE,$685,$425,Storage,EMC
3336,36GB 15K 520BPS 12V,$925,$574,Storage,EMC
3337,73GB 15K 12V 520BPS 2GB,"$1,030",$639,Storage,EMC
3338,2GB DAE EXP FOR NS,"$5,900","$3,658",Storage,EMC
3339,CX700 DAE EXP W FLARE OS,"$5,900","$3,658",Storage,EMC
3340,CX700 DAE WFLAREOS FIELD,"$5,900","$3,658",Storage,EMC
3341,NS-DAE 2GB EXP-FLD INSTL,"$5,900","$3,658",Storage,EMC
3342,2GB DAE EXP WFLAREOS,"$5,900","$3,658",Storage,EMC
3343,2GB DAE EXP WFLAREOS FIEL,"$5,900","$3,658",Storage,EMC
3344,NS351 ENTERPRISE LICENSE,"$10,000","$7,400",Storage,EMC
3345,NS351 UNIX LICENSE,"$5,000","$3,700",Storage,EMC
3346,NS352 ENTERPRISE LICENSE,"$10,000","$7,400",Storage,EMC
3347,NS352 UNIX LICENSE,"$5,000","$3,700",Storage,EMC
3348,NS20 CAPTIVE ARRAY AX DAE,"$5,900","$5,310",Storage,EMC
3349,NS20 CAPTIVE ARRAY AX DAE (FLD INST),"$5,900","$5,310",Storage,EMC
3350,NS20 CAPTIVE ARRAY AX DAE (UPGRADE),"$5,900","$5,310",Storage,EMC
3351,NS40 ARRAY FLD INSTALL DC,"$11,420","$7,080",Storage,EMC
3352,NS40 CONTROL STATION,"$4,700","$2,914",Storage,EMC
3353,NS40 CTRL STATION FLD DC,"$5,370","$3,329",Storage,EMC
3354,NS CONTROL STATION FLD,"$4,700","$2,914",Storage,EMC
3355,NS40F CTRL STATION,"$4,700","$2,914",Storage,EMC
3356,NS40F CTRL STATION FLD,"$4,700","$2,914",Storage,EMC
3357,NS40 FLD-1DM-4GB-4-IO DC,"$11,400","$7,068",Storage,EMC
3358,NS40 FLD-1DM-4GB-2/2IO DC,"$11,400","$7,068",Storage,EMC
3359,NS40G FLD-1DM-4GB-4-IO DC,"$28,900","$17,918",Storage,EMC
3360,NS40G FLD1DM-4GB-2/2IO DC,"$28,900","$17,918",Storage,EMC
3361,NS40 FLD-2DM-4GB-4-IO DC,"$33,515","$20,779",Storage,EMC
3362,NS40 FLD-2DM-4GB-2/2IO DC,"$33,515","$20,779",Storage,EMC
3363,NS40G FLD-2DM-4GB-4-IO DC,"$43,550","$27,001",Storage,EMC
3364,NS40G FLD2DM-4GB-2/2IO DC,"$43,550","$27,001",Storage,EMC
3365,NS480 ARRAY NO FC 12 ISCSI PORTS FL,"$26,950","$16,709",Storage,EMC
3366,FAST FMA/VE FOR NS480,"$31,500","$23,310",Storage,EMC
3367,CELERRA NS-480 BE ENABLEMENT LICENSE,"$11,700","$8,658",Storage,EMC
3368,NS480 BE PORT OPTION ENABLED LIC U/G,"$11,700","$8,658",Storage,EMC
3369,CELERRA RECOVERPOINT BUNDLE UPG TO NS-48,"$24,000","$17,760",Storage,EMC
3370,300GB 10K 520BPS 5/12V 4GB FC 16MB -R,"$1,345",$834,Storage,EMC
3371,DISK 400GB 10K 520BPS 12V 4GB FC 16MB,"$1,850","$1,147",Storage,EMC
3372,146GB 15K 4GB FC DISK UPG,"$1,800","$1,116",Storage,EMC
3373,73GB 15K 520BPS 4GB,"$1,030",$639,Storage,EMC
3374,NS80 2 FOR 1 CAVA LICENSE,"$3,000","$2,220",Storage,EMC
3375,NS80 CAVA LICENSE,"$3,000","$2,220",Storage,EMC
3376,CELERRA NS80G ENT LIC,"$37,200","$27,528",Storage,EMC
3377,NS80 REPLICATOR LIC,"$18,600","$13,764",Storage,EMC
3378,FAST FMA/VE FOR NS-960,"$36,500","$27,010",Storage,EMC
3379,CELERRA RECOVERPOINT BUNDLE UPG TO NS-96,"$43,200","$31,968",Storage,EMC
3380,NS960 BE ENBL Navi UP TO 480 DRIVES,"$96,500","$71,410",Storage,EMC
3381,NS960 BE ENABLE Navi UPG UP TO 480 DR,"$96,500","$71,410",Storage,EMC
3382,250GB 7200RPM ATA DRIVE,$950,$589,Storage,EMC
3383,250GB 7200RPM ATA DRIVE,"$1,280",$794,Storage,EMC
3384,500GB 7200RPM SATA DISK,"$1,330",$825,Storage,EMC
3385,500GB SATA UPGRADE,"$1,795","$1,113",Storage,EMC
3386,750GB 7200RPM SATA II 512BPS KLONDIKE,"$1,895","$1,175",Storage,EMC
3387,750GB 7200RPM SATA II 512BPS KLONDIKE HS,"$1,895","$1,175",Storage,EMC
3388,750GB 7200RPM SATA II 512BPS KLONDIKE UP,"$2,558","$1,586",Storage,EMC
3389,NEBS 146GB 10K 2GB FC,"$1,020",$632,Storage,EMC
3390,NEBS 146GB 10K 2GB FC HS,"$1,020",$632,Storage,EMC
3391,NEBS 146GB 15K 4GB FC,"$1,330",$825,Storage,EMC
3392,NEBS 146GB 15K 4GB FC HS,"$1,330",$825,Storage,EMC
3393,NEBS 146GB 15K 4GB FC UPG,"$1,800","$1,116",Storage,EMC
3394,NS600 DAE W-OS 5-10K146GB,"$13,900","$8,618",Storage,EMC
3395,NS600 DAE W-OS 5-10K146GB,"$13,900","$8,618",Storage,EMC
3396,NS600 DAE W-OS 5-10K73GB,"$10,550","$6,541",Storage,EMC
3397,NS600 DAE W-OS 5-10K73GB,"$10,550","$6,541",Storage,EMC
3398,NS600 DAE W-OS 5-15K36GB,"$9,750","$6,045",Storage,EMC
3399,NS600 DAE W-OS 5-15K36GB,"$9,750","$6,045",Storage,EMC
3400,NS600 DAE W-OS 5-15K73GB,"$13,700","$8,494",Storage,EMC
3401,NS600 DAE W-OS 5-15K73GB,"$13,700","$8,494",Storage,EMC
3402,CELERRA FAST FMA/VE,"$24,500","$18,130",Storage,EMC
3403,NS FLR LICENSE,"$10,000","$7,400",Storage,EMC
3404,NS FLR UPGRADE LICENSE,"$10,000","$7,400",Storage,EMC
3405,FAST FMA/VE FOR NS-G2,"$31,500","$23,310",Storage,EMC
3406,FAST FMA/VE FOR NS-G8,"$36,500","$27,010",Storage,EMC
3407,NS REPLICATOR LICENSE,"$18,600","$13,764",Storage,EMC
3408,NS REP PLUG-IN PKG,"$14,000","$10,360",Storage,EMC
3409,500GB SATA II DISK FOR 4G DAE,"$1,530",$949,Storage,EMC
3410,500GB SATA FOR 4G DAE HS,"$1,530",$949,Storage,EMC
3411,500GB SATA UPG FOR 4G DAE,"$2,065","$1,280",Storage,EMC
3412,750GB 7200RPM SATA II 512BPS NSTAR,"$1,895","$1,175",Storage,EMC
3413,750GB 7200RPM SATA II 512BPS NSTAR UPG,"$2,558","$1,586",Storage,EMC
3414,600GB 10K SAS DRIVE - HOT SPARE,"$1,350","$1,215",Storage,EMC
3415,NETW CX200 NORACK 10 146G,"$31,000","$19,220",Storage,EMC
3416,NETW CX200 NORACK 5 73G,"$20,460","$12,685",Storage,EMC
3417,NETW CX200 NORACK 10 73G,"$26,820","$16,628",Storage,EMC
3418,146GB 10K 520BPS 2GB 12V,"$1,540",$955,Storage,EMC
3419,146GB 10K 520BPS 2GB UPGD,"$2,080","$1,290",Storage,EMC
3420,300GB FIBRE DRIVE,"$2,700","$1,674",Storage,EMC
3421,300 GB FOBRE DRIVE UPG,"$3,645","$2,260",Storage,EMC
3422,73GB 10K 520BPS 2GB 12V,$870,$539,Storage,EMC
3423,73GB 10K 520BPS 2GB 12V U,"$1,175",$729,Storage,EMC
3424,36GB 15K 520BPS 2GB 12V,$710,$440,Storage,EMC
3425,36GB 15K 520BPS 2GB 12V U,$960,$595,Storage,EMC
3426,NETWIN 15K 73G FIBR DRIVE,"$1,500",$930,Storage,EMC
3427,NETWIN 15K 73GB FBRDR UPG,"$2,025","$1,256",Storage,EMC
3428,DAE NO RACK FOR NETWIN,"$6,200","$3,844",Storage,EMC
3429,NW CX300 W 10 146GB DRIVE,"$29,500","$18,290",Storage,EMC
3430,NW CX300 BUNDL 10 73G FLD,"$23,600","$14,632",Storage,EMC
3431,NETWIN ATA 250GB DRIVE,"$1,160",$719,Storage,EMC
3432,NETWIN 250GB ATA DR UPGD,"$1,510",$936,Storage,EMC
3433,NETWIN ATA 320GB DRIVE,"$1,030",$639,Storage,EMC
3434,NX4 ENTRY SINGLE SP 6X1TB SATA,"$13,501","$12,151",Storage,EMC
3435,NX4 PERF DUAL SP 12X300GB 15K,"$20,533","$18,480",Storage,EMC
3436,NX4 PERF&CAP DUAL SP 12X600GB 15K,"$28,345","$25,511",Storage,EMC
3437,FAST FMA/VE FOR NX4,"$21,500","$19,350",Storage,EMC
3438,NX4 FLR LICENSE POST INSTALL,"$3,250","$2,925",Storage,EMC
3439,ROAM MIGRATION LIC - 1TB (EMC OEM Products),"$6,800","$5,780",Storage,EMC
3440,ROAM MIGRATION LIC 3TB (EMC OEM Products),"$18,400","$15,640",Storage,EMC
3441,ROAM MIGRATION LIC 5TB (EMC OEM Products),"$27,290","$23,197",Storage,EMC
3442,ROAM ASSESSMENT LICENSE (EMC OEM Products),"$9,100","$7,735",Storage,EMC
3443,UNISPHERE FOR FILE ON G2,"$1,000",$740,Storage,EMC
3444,UNISPHERE FOR FILE ON G8,"$4,000","$2,960",Storage,EMC
3445,UNISPHERE FOR FILE ON V-G2=IC,"$2,000","$1,480",Storage,EMC
3446,UNISPHERE FOR FILE ON V-G8=IC,"$20,000","$14,800",Storage,EMC
3447,VG2 ADV FILE LIC (NFS; MPFS & PNFS)=IC,"$20,000","$14,800",Storage,EMC
3448,VG2 AV 2-FOR-1 LICENSE=IC,"$2,000","$1,480",Storage,EMC
3449,VG2 AV LICENSE,"$2,000","$1,480",Storage,EMC
3450,VG2 GATEWAY SINGLE DATA MOVER,"$10,000","$6,200",Storage,EMC
3451,VG2 GATEWAY ENCLOSURE WITH 1 DATA MOVER,"$14,000","$8,680",Storage,EMC
3452,VG2 GATEWAY SINGLE DATA MOVER ADD-ON,"$13,000","$8,060",Storage,EMC
3453,VG2 FLR BASE LICENSE (2 BLADES)=IC,"$10,000","$7,400",Storage,EMC
3454,VG2 REPLICATOR V2 LICENSE=IC,"$18,750","$13,875",Storage,EMC
3455,VG2 REPLICATOR V2 UPG LICENSE,"$18,750","$13,875",Storage,EMC
3456,VG8 ADV FILE LIC (NFS; MPFS & PNFS)=IC,"$30,000","$22,200",Storage,EMC
3457,VG8 AV 2-FOR-1 LICENSE=IC,"$3,000","$2,220",Storage,EMC
3458,VG8 AV LICENSE,"$3,000","$2,220",Storage,EMC
3459,VG8 GATEWAY SINGLE DATA MOVER,"$55,000","$34,100",Storage,EMC
3460,VG8 G-WAY DM ENCLOSURE WITH 2 DATAMOVERS,"$75,000","$46,500",Storage,EMC
3461,VG8 GATEWAY EMPTY DATA MOVER ENCLOSURE,"$35,000","$21,700",Storage,EMC
3462,VG8 G-WAY EMPTY DATAMOVER ENCLOSURE U/G,"$45,500","$28,210",Storage,EMC
3463,VG8 GATEWAY SINGLE DATA MOVER ADD-ON,"$71,500","$44,330",Storage,EMC
3464,VG8 FLR BASE LICENSE (2 BLADES)=IC,"$10,000","$7,400",Storage,EMC
3465,VG8 REPLICATOR V2 LICENSE=IC,"$31,100","$23,014",Storage,EMC
3466,VG8 REPLICATOR V2 UPG LICENSE,"$31,100","$23,014",Storage,EMC
3467,VAULT NS40 146GB 15K 4GB NEBS DRIVES QT,"$6,665","$4,132",Storage,EMC
3468,VAULT NS40 400GB 10K 4GB NEBS DRIVES QT,"$9,240","$5,729",Storage,EMC
3469,CX4 VAULT 400GB 10K 4GB DRIVES,"$9,240","$5,729",Storage,EMC
3470,VAULT PACK NS80 146GB 15K 4GB NEBS DRIVE,"$6,665","$4,132",Storage,EMC
3471,NX4 VAULT PACK 4X146GB 15K SAS DISKS,"$1,710","$1,539",Storage,EMC
3472,NX4 VAULT PACK 5X146GB 15K SAS DISKS,"$2,140","$1,926",Storage,EMC
3473,NW DATA DOMAIN DEV TYPE ENABLER +7TB=CC,"$9,590","$7,097",Storage,EMC
3474,NW MOD DATABASES AND APPS WIN/LIN=IA,"$1,595","$1,180",Storage,EMC
3475,NW MOD DATABASES AND APPS UNIX=IA,"$7,750","$5,735",Storage,EMC
3476,NW DATA DOMAIN DEV TYPE ENABLER=IA,"$4,250","$3,145",Storage,EMC
3477,NW DATA DOMAIN DEV TYPE: 1TB CAP=CC,"$2,540","$1,880",Storage,EMC
3478,NW DATA DOMAIN DEV TYPE: 5TB CAP=CC,"$7,075","$5,236",Storage,EMC
3479,NW DATA DOMAIN DEV TYPE: 10TB CAP=CC,"$12,740","$9,428",Storage,EMC
3480,NW DATA DOMAIN DEV TYPE: 25TB CAP=CC,"$27,370","$20,254",Storage,EMC
3481,NW DATA DOMAIN DEV TYPE: 50TB CAP=CC,"$45,830","$33,914",Storage,EMC
3482,NW SOURCE CAP 1TB LICENSE TIER 1=CA,"$9,500","$7,030",Storage,EMC
3483,NW SOURCE CAP 10TB LICENSE TIER 1=CA,"$95,000","$70,300",Storage,EMC
3484,NW SOURCE CAP 10TB LICENSE TIER 2=CA,"$87,500","$64,750",Storage,EMC
3485,NW SOURCE CAP 10TB LICENSE TIER 3=CA,"$82,500","$61,050",Storage,EMC
3486,NW SOURCE CAP 1TB ENTITLEMENT TIER 3=CA,"$8,250","$6,105",Storage,EMC
3487,NW SOURCE CAP 1TB ENTITLEMENT TIER 4=CA,"$7,500","$5,550",Storage,EMC
3488,NW SOURCE CAP 1TB ENTITLEMENT TIER 5=CA,"$6,500","$4,810",Storage,EMC
3489,NW SOURCE CAP 1TB ENTITLEMENT TIER 6=CA,"$6,000","$4,440",Storage,EMC
3490,DD STORAGE SYSTEM ENABLER UPG=CC,"$9,590","$7,097",Storage,EMC
3491,DD DEVICE TYPE: 1TB CAP ENTITLEMENT=CC,"$9,590","$7,097",Storage,EMC
3492,DD DEVICE TYPE: 5TB CAP ENTITLEMENT=CC,"$10,000","$7,400",Storage,EMC
3493,NW DATA DOMAIN DEV TYPE ENABLER 7TB CAP,"$9,590","$7,097",Storage,EMC
3494,NW SOURCE CAP 1TB LICENSE TIER 6=CA,"$6,000","$4,440",Storage,EMC
3495,RPA GEN5-TAA FOR RP CLASSIC (EMC OEM Products),"$17,880","$15,198",Storage,EMC
3496,RECPNT & LPS RTU FOR VNX5300,$968,$871,Storage,EMC
3497,RECPNT AND LPS RTU FOR VNX5500,"$5,831","$4,315",Storage,EMC
3498,RECPNT & LPS RTU FOR VNX5700,"$10,661","$7,889",Storage,EMC
3499,RECPNT & LPS RTU FOR VNX7500,"$14,051","$10,398",Storage,EMC
3500,RPA GEN5-TAA FOR PROTECTPOINT-RP (EMC OEM Products),"$17,880","$15,198",Storage,EMC
3501,RECOVERPOINT FOR NS-120 LIC BUNDLE,"$20,000","$14,800",Storage,EMC
3502,RP/NS BUNDLE FOR CELERRA,"$10,000","$7,400",Storage,EMC
3503,RP/NS 40 BUNDLE FOR CELERRA,"$45,000","$33,300",Storage,EMC
3504,RECOVERPOINT FOR NS-480 LIC BUNDLE,"$40,000","$29,600",Storage,EMC
3505,RP/NS 80 BUNDLE FOR CELERRA,"$70,000","$51,800",Storage,EMC
3506,CELERRA NS-960 RECOVERPOINT BUNDLE,"$72,000","$53,280",Storage,EMC
3507,RP/NS-G2 BUNDLE FOR CELERRA,"$40,000","$29,600",Storage,EMC
3508,RECPNT & RPS RTU FOR VNX5300,"$3,750","$3,375",Storage,EMC
3509,RECPNT & RPS RTU FOR VNX5500,"$13,784","$10,200",Storage,EMC
3510,RECPNTS & RPS RTU FOR VNX5700,"$28,190","$20,861",Storage,EMC
3511,RECPNTS & RPS RTU FOR VNX7500,"$67,173","$49,708",Storage,EMC
3512,RPA GEN5-TAA FOR VMAX10K (EMC OEM Products),"$17,880","$15,198",Storage,EMC
3513,RPA GEN5-TAA FOR VMAX 20K & VMAX 40K (EMC OEM Products),"$17,880","$15,198",Storage,EMC
3514,RPA GEN5-TAA FOR XtremIO XT DC (EMC OEM Products),"$17,880","$15,198",Storage,EMC
3515,NW BUNDLE DEDUPE DEVICES 10TB CAP=CC,"$20,000","$14,800",Storage,EMC
3516,NW OPENVMS STG NODE ALPHA TIER 1=CC,"$3,250","$2,405",Storage,EMC
3517,NW OPENVMS STG NODE ALPHA TIER 2=CC,"$7,500","$5,550",Storage,EMC
3518,NW OPENVMS STG NODE ALPHA TIER 3=CC,"$14,000","$10,360",Storage,EMC
3519,NW OPENVMS STG NODE INTEGRITY SGL PRO=CC,"$3,569","$2,641",Storage,EMC
3520,NW AUTOCH SW MOD 1-20 SLOTS=IA,"$5,500","$4,070",Storage,EMC
3521,NW AUTOCH SW MOD 1-40 SLOTS=IA,"$7,700","$5,698",Storage,EMC
3522,NW OPENVMS CLNT ALPHA TIER 1 QTY 1=IA,$750,$555,Storage,EMC
3523,NW OPENVMS CLNT ALPHA TIER 1 QTY 5=IA,"$3,750","$2,775",Storage,EMC
3524,NW OPENVMS CLNT ALPHA TIER 2 QTY 1=IA,"$2,500","$1,850",Storage,EMC
3525,NW OPENVMS CLNT ALPHA TIER 3 QTY 1=IA,"$5,000","$3,700",Storage,EMC
3526,NW ORACLE ON OPENVMS ALPHA CL TIER 1=IA,"$2,000","$1,480",Storage,EMC
3527,NW ORACLE ON OPENVMS ALPHA CL TIER 2=IA,"$5,000","$3,700",Storage,EMC
3528,NW ORACLE ON OPENVMS ALPHA CL TIER 3=IA,"$9,000","$6,660",Storage,EMC
3529,NW AUTOCH SOFTWARE 1-32 SLOTS=IA,"$6,900","$5,106",Storage,EMC
3530,NW AUTOCH SOFTWARE 1-9 SLOTS=IA,"$2,400","$1,776",Storage,EMC
3531,NW AUTOCH SOFTWARE 1-16 SLOTS=IA,"$4,830","$3,574",Storage,EMC
3532,NW AUTOCH SOFTWARE 1-64 SLOTS=IA,"$11,000","$8,140",Storage,EMC
3533,NW SNMP MOD=IA,"$2,000","$1,480",Storage,EMC
3534,NW ARCHIVE MOD UNIX=IA,"$5,000","$3,700",Storage,EMC
3535,NW AUTOCH SOFTWARE MOD 1-128 SLOTS=IA,"$14,500","$10,730",Storage,EMC
3536,NW AUTOCH SOFTWARE MOD 1-256 SLOTS=IA,"$20,480","$15,155",Storage,EMC
3537,NW AUTOCH SOFTWARE MOD UNLMTD SLOTS=IA,"$39,000","$28,860",Storage,EMC
3538,NETWORKER RESTORE NODE FOR EDM,"$22,500","$16,650",Storage,EMC
3539,NW ARCHIVE MOD WIN=IA,"$1,000",$740,Storage,EMC
3540,NW MOD SAP WIN CLNT=IA,"$4,000","$2,960",Storage,EMC
3541,NW ARCHIVE MOD LIN=IA,"$1,000",$740,Storage,EMC
3542,NW CLNT OPENVMS ON INTEGRITY SGL PRO=IA,$900,$666,Storage,EMC
3543,NW ORACLE ON OPENVMS INTEGRITY SVR=IA,"$2,250","$1,665",Storage,EMC
3544,AVAMAR 1 TB INCR CAPACITY LICENSE,"$12,000","$8,880",Storage,EMC
3545,"AVAMAR OPEN FILE SOLN WINNT, WIN2K CLNTS",$100,$74,Storage,EMC
3546,NW AUTOCH SILO FEATURE PRE NW 7.4=IC,$95,$70,Storage,EMC
3547,NW MOD MEDITECH LIC=IA,"$4,950","$3,663",Storage,EMC
3548,NW MOD MICROSOFT APPS=IA,"$1,595","$1,180",Storage,EMC
3549,NW CLNT=IA,$500,$370,Storage,EMC
3550,NW CLNT QTY 5=IA,"$2,500","$1,850",Storage,EMC
3551,NW CLNT QTY 25=IA,"$11,500","$8,510",Storage,EMC
3552,NW CLNT QTY 100=IA,"$42,500","$31,450",Storage,EMC
3553,NW DISKBACKUP OPT TIER 1: 1TB=CC,"$1,495","$1,106",Storage,EMC
3554,NW DISKBACKUP OPT TIER 2: 5TB=CC,"$4,160","$3,078",Storage,EMC
3555,NW DISKBACKUP OPT TIER 3: 10TB=CC,"$7,495","$5,546",Storage,EMC
3556,NW DISKBACKUP OPT TIER 4: 25TB=CC,"$16,100","$11,914",Storage,EMC
3557,NW DISKBACKUP OPT TIER 5: 50TB=CC,"$26,960","$19,950",Storage,EMC
3558,NW CLNT DATA DEDUP QTY 25=IA,$575,$426,Storage,EMC
3559,NW CLNT DATA DEDUP QTY 100=IA,"$2,225","$1,647",Storage,EMC
3560,NW SVR NETWORK ED WIN/LIN,"$2,300","$1,702",Storage,EMC
3561,NW SVR NETWORK ED UNIX,"$8,280","$6,127",Storage,EMC
3562,NW SVR WORKGROUP ED WIN/LIN,"$1,150",$851,Storage,EMC
3563,NW SVR WORKGROUP ED UNIX,"$4,140","$3,064",Storage,EMC
3564,NW SVR PWR ED WIN/LIN,"$7,500","$5,550",Storage,EMC
3565,NW SVR PWR ED UNIX,"$22,500","$16,650",Storage,EMC
3566,NW NETWORK ED STG NODE WIN/LIN=IA,"$2,300","$1,702",Storage,EMC
3567,NW NETWORK ED STG NODE UNIX=IA,"$8,280","$6,127",Storage,EMC
3568,NW PWR ED STG NODE WIN/LIN=IA,"$7,500","$5,550",Storage,EMC
3569,NW PWR ED STG NODE UNIX=IA,"$22,500","$16,650",Storage,EMC
3570,NW NETWORK ED DED STG NODE WIN/LIN=IA,"$1,250",$925,Storage,EMC
3571,NW NETWORK ED DED STG NODE UNIX=IA,"$3,000","$2,220",Storage,EMC
3572,NW PWR ED DED STG NODE WIN/LIN=IA,"$2,500","$1,850",Storage,EMC
3573,NW PWR ED DED STG NODE UNIX=IA,"$5,000","$3,700",Storage,EMC
3574,NW ARCHIVE MOD WIN/LIN=IA,"$1,000",$740,Storage,EMC
3575,NW ARCHIVE MOD UNIX=IA,"$5,000","$3,700",Storage,EMC
3576,NW MOD MICROSOFT VSS HW PROVIDER=IA,"$1,595","$1,180",Storage,EMC
3577,S1 EMAIL MGMT-NOTES/DOMINO 1-5000USER=MB,$29,$21,Storage,EMC
3578,S1 EMAIL MGMT-NOTES/DOMINO 5001+ USER=MB,$25,$19,Storage,EMC
3579,S1 EMAIL MGMT-MS EXCH 1-5000 USER=MB,$29,$21,Storage,EMC
3580,S1 EMAIL MGMT-MS EXCH 5001+ USER=MB,$25,$19,Storage,EMC
3581,S1 FOR MS SHAREPOINT-TIER1 STDAL=MB,$40,$30,Storage,EMC
3582,S1 FOR MS SHAREPOINT-TIER2 STDAL=MB,$35,$26,Storage,EMC
3583,SOURCEONE FOR MS SHAREPOINT-TIER1 ADD-ON,$31,$23,Storage,EMC
3584,SOURCEONE FOR MS SHAREPOINT-TIER2 ADD-ON,$26,$19,Storage,EMC
3585,"S1-FILE SYSTEMS,TIER 1, ADD-ON=MB",$26,$19,Storage,EMC
3586,"S1 FOR FILE SYSTEMS,TIER 2, ADD-ON=MB",$23,$17,Storage,EMC
3587,AVAMAR 1TB DATA DOMAIN CAPACITY LICENSE,"$9,000","$6,660",Storage,EMC
3588,"S1 FOR MS SPT STOR MGMT, PREM=MB",$10,$7,Storage,EMC
3589,"S1 IPM, BASE, TIER 1 (1-10TB)","$2,500","$1,850",Storage,EMC
3590,Data Prot Suite Backup 1001TB+=CA,"$5,150","$3,811",Storage,EMC
3591,NW SVR NETWORK ED WIN/LIN - G=IA,"$2,300","$1,702",Storage,EMC
3592,NW SVR NETWORK ED UNIX - G=IA,"$8,280","$6,127",Storage,EMC
3593,NW SVR WORKGROUP ED WIN/LIN - G=IA,"$1,150",$851,Storage,EMC
3594,NW SVR WORKGROUP ED UNIX - G=IA,"$4,140","$3,064",Storage,EMC
3595,NW SVR POWER ED WIN/LIN - G=IA,"$7,500","$5,550",Storage,EMC
3596,NW SVR POWER ED UNIX - G=IA,"$22,500","$16,650",Storage,EMC
3597,Avamar S2400 1/2 Capacity License,"$24,000","$20,400",Storage,EMC
3598,NW SNAPSHOT MANAGEMENT 1TB CAP=CA,"$4,495","$3,326",Storage,EMC
3599,NW SNAPSHOT MANAGEMENT 2TB CAP=CA,"$7,995","$5,916",Storage,EMC
3600,NW SNAPSHOT MANAGEMENT 5TB CAP=CA,"$17,495","$12,946",Storage,EMC
3601,NW SNAPSHOT MANAGEMENT 10TB CAP=CA,"$29,995","$22,196",Storage,EMC
3602,NW SNAPSHOT MANAGEMENT 25TB CAP=CA,"$63,495","$46,986",Storage,EMC
3603,NW SNAPSHOT MANAGEMENT 50TB CAP=CA,"$102,495","$75,846",Storage,EMC
3604,NW SNAPSHOT MANAGEMENT 100TB CAP=CA,"$174,495","$129,126",Storage,EMC
3605,NW SERVER FAST START ED 10 CLIENTS=IA,"$9,475","$7,012",Storage,EMC
3606,NW SERVER FAST START ED 20 CLIENTS=IA,"$17,900","$13,246",Storage,EMC
3607,NW SERVER WORKGROUP ED WIN/LIN=IA,"$1,150",$851,Storage,EMC
3608,NW SERVER WORKGROUP ED UNIX=IA,"$4,140","$3,064",Storage,EMC
3609,NW SERVER NETWORK ED WIN/LIN=IA,"$2,300","$1,702",Storage,EMC
3610,NW SERVER NETWORK ED UNIX=IA,"$8,280","$6,127",Storage,EMC
3611,NW SERVER POWER ED WIN/LIN=IA,"$7,500","$5,550",Storage,EMC
3612,NW SERVER POWER ED UNIX=IA,"$22,500","$16,650",Storage,EMC
3613,Data Prot Suite Backup 11-50TB=CA,"$10,200","$7,548",Storage,EMC
3614,Data Prot Suite Backup 1-10TB=CA,"$12,100","$8,954",Storage,EMC
3615,DD Boost for Apps 1-10TB=CA,"$4,840","$3,582",Storage,EMC
3616,DD Boost for Apps 11-50TB=CA,"$4,070","$3,012",Storage,EMC
3617,DD Boost for Apps 51-150TB=CA,"$3,291","$2,435",Storage,EMC
3618,DD Boost for Apps 151-250TB=CA,"$3,098","$2,293",Storage,EMC
3619,DD Boost for Apps 251-400TB=CA,"$2,856","$2,113",Storage,EMC
3620,DD Boost for Apps 401-600TB=CA,"$2,614","$1,934",Storage,EMC
3621,DD Boost for Apps 601-1000TB=CA,"$2,323","$1,719",Storage,EMC
3622,DD Boost for Apps 1001TB+=CA,"$2,081","$1,540",Storage,EMC
3623,DD Boost App to DPS BU UPG 1-10TB=CA,"$7,260","$5,372",Storage,EMC
3624,DD Boost App to DPS BU UPG 11-50TB=CA,"$6,130","$4,536",Storage,EMC
3625,DD Boost App to DPS BU UPG 51-150TB=CA,"$4,959","$3,670",Storage,EMC
3626,DD Boost App to DPS BU UPG 151-250TB=CA,"$4,652","$3,442",Storage,EMC
3627,DD Boost App to DPS BU UPG 251-400TB=CA,"$4,294","$3,178",Storage,EMC
3628,DD Boost App to DPS BU UPG 401-600TB=CA,"$3,886","$2,876",Storage,EMC
3629,DD Boost App to DPS BU UPG 601-1000TB=CA,"$3,477","$2,573",Storage,EMC
