brand,model,category
EMC,ISILON S210-SSD-005,Storage
EMC,ISILON S210-SSD-006,Storage
EMC,ISILON S210-SSD-007,Storage
EMC,ISILON S210-SSD-008,Storage
EMC,ISILON S210-SSD-009,Storage
EMC,ISILON S210-SSD-010,Storage
EMC,ISILON S210-SSD-011,Storage
EMC,ISILON S210-SSD-012,Storage
EMC,ISILON S210-SSD-013,Storage
EMC,ISILON S210-SSD-014,Storage
EMC,ISILON S210-SSD-015,Storage
EMC,ISILON S210-SSD-016,Storage
EMC,ISILON S210-SSD-017,Storage
EMC,ISILON S210-SSD-018,Storage
EMC,ISILON S210-SSD-019,Storage
EMC,ISILON S210-SSD-020,Storage
EMC,ISILON X210-SAS-E02,Storage
EMC,ISILON X210-SAS-E03,Storage
EMC,ISILON X210-SAS-E05,Storage
EMC,ISILON X210-SAS-E06,Storage
EMC,ISILON X210-SAS-E08,Storage
EMC,ISILON X210-SAS-E09,Storage
EMC,ISILON X210-SAS-E11,Storage
EMC,ISILON X210-SAS-E12,Storage
EMC,ISILON X210-SAS-E14,Storage
EMC,ISILON X210-SAS-E15,Storage
EMC,ISILON X210-SAS-E17,Storage
EMC,ISILON X210-SAS-E18,Storage
EMC,ISILON X210-SAS-E20,Storage
EMC,ISILON X210-SAS-E21,Storage
EMC,ISILON X210-SATA-003,Storage
EMC,ISILON X210-SATA-004,Storage
EMC,ISILON X210-SATA-006,Storage
EMC,ISILON X210-SATA-007,Storage
EMC,ISILON X210-SATA-008,Storage
EMC,ISILON X210-SATA-010,Storage
EMC,ISILON X210-SATA-011,Storage
EMC,ISILON X210-SATA-012,Storage
EMC,ISILON X210-SATA-014,Storage
EMC,ISILON X210-SATA-015,Storage
EMC,ISILON X210-SATA-S01,Storage
EMC,ISILON X210-SATA-S03,Storage
EMC,ISILON X210-SATA-S04,Storage
EMC,ISILON X210-SATA-S07,Storage
EMC,ISILON X210-SATA-S08,Storage
EMC,ISILON X210-SATA-S10,Storage
EMC,ISILON X210-SATA-S12,Storage
EMC,ISILON X210-SATA-S13,Storage
EMC,ISILON X210-SATA-S14,Storage
EMC,ISILON X210-SATA-S15,Storage
EMC,ISILON X210-SATA-S18,Storage
EMC,ISILON X210-SATA-S19,Storage
EMC,ISILON X210-SATA-S21,Storage
EMC,ISILON X210-SATA-S22,Storage
